,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
936,937,B000ER6YO0,A3HI6N7GG4B2SW,K. Weaver,0,0,5,1262649600,Great,baby loves lentil is one of her favorite things to if we going somewhere i wo n't be able to warm the food she will this one cold
937,938,B000ER6YO0,A34AHOC0OXMR2K,"T. Hunter ""T. Hunter""",0,0,5,1257897600,They make the best baby food.,daughter loved this stuff it is all natural made very well good to mix with other things as they get too ! beats gerber
938,939,B000ER6YO0,A2RERXI7RH3CIA,Rebecca P. Baron,0,0,5,1249344000,A favorite,daughter is outgrowing baby food but will still this we foods on her she does n't like the texture of this is really good for her she likes it so we keep buying it
939,940,B000ER6YO0,AP8QHMD5LS6KF,"Rochelle J. Flinn ""Rochelle Flinn""",0,0,5,1246838400,Geat Product,son loves the best earth 's baby food his favorite seems to be the vegetable turkey he smiles at every mouthful. i would recommend this product to anyone is looking for healthy feeding the organic way all the food i feed son is earth 's best
940,941,B000ER6YO0,A1ESDLEDR9Y0JX,A. Spencer,1,2,1,1310256000,the garbanzo beans in it give horrible gas,to be fair only one of twins got gas from this but it was horrible up all night screaming from gas pains garbanzo beans not an ideal food for young babies
941,942,B000ER6YO0,A2KTFTRTY0ONWF,CarlaVeg,1,2,2,1294531200,Baby didn't like it,i usually baby 's food .... it 's so easy steam & veggies puree .... but sometimes i do n't enough to cook i buy earth 's best baby foods .... baby likes all the veggies so far but did n't like this one she refused to it when i it i understood why i would n't it either ... it tastes nasty .... poor baby .... immediately i made her a homemade potato zucchini & asparagus puree she loved it i would n't recommend this flavor !
942,943,B000ER6YO0,A62UHEAJJE7E,A. Peckinpaugh,1,2,5,1240704000,My baby's favorite dinner,six old baby loves the earth 's best 2nd sweet potato chicken dinner - it 's his favorite he seems to love all the earth 's best 2nd foods - vegetables dinners the consistency of the food makes it easy for him to - not too thick not too thin
943,944,B000ER6YO0,A2U138G3VKRZSL,"Art ""NYC guy""",0,1,1,1312675200,"Baby loves it, but there is plastic in it",this is daughter 's most favorite baby food by far this is the only ones she 'll rarely will the other kinds however the taste is very bland for me as an adult at least after you put the unfinished portion in the fridge it may become sort of watery at which point i throw it out it is unique from the others in the combination of vegetables it especially zucchini. i had to update review today because i saw little pieces of thin stretchy plastic in two jars of this baby food plastic in baby food ? i notified earth 's best about it will be sending pieces of plastic for testing but i not giving baby this food any more even though she likes it that 's it for
944,945,B000ER6YO0,A6LAMY7Z10BBJ,Amazon Shopper,0,1,5,1286928000,Baby likes this one,the earths best he eats the most this one is a little thicker than his original chicken/sweet potato favorite which is very runny
945,946,B000ER6YO0,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",0,1,5,1270425600,Organic and Tasty,i 'd continue to buy but i 'm moving over to more home made finger foods away from glass jars ... shattered too they like all the flavors though great textures too
946,947,B000ER6YO0,A16XMNOX8N0DOQ,Momjules,1,3,4,1319760000,My baby liked it,i did n't any but baby liked it she said it was savory but sweet it reminded her of fine dining in tuscany also i like that with the jarred foods is you know when you recycle it will never become waste i just learned this telling everyone - only glass recycles forever if you do n't recycle then you i nothing in common you should stop reading it 's not even a hard thing to do anymore nobody else in building recycles it drives me you just rinse it put it in a different bin still put it out on trash day stop being lazy
947,948,B000ER6YO0,A20DF2DTZYI8TQ,H Harkins,0,2,1,1302048000,moms (and dads) beware of plastic in the food,i just wanted to post that i found small bits of plastic in this food as i was feeding 9 old plastic ! ! ! in food ! ! ! ! baby food ! ! ! so please be careful if you buy this or considering it. daughter loves this food -- it 's actually her favorite this is the first we noticed plastic in it in over 2 months
948,949,B003KDCJYY,APP2IYVGIG5S1,Jazz Man,0,0,4,1344124800,Allday Energy,pretty good product the taste is n't the best but it 's definitely not the worse either it gives a pretty smooth energetic kick
949,950,B000MTIYF2,A3MYS4YDU2QXCP,D. Lee,0,0,5,1175558400,The best!,i a true seattle coffee addict i never had a better coffee
950,951,B002E0RIHM,A349HIGB6SOU8K,M. C. Young,1,1,4,1264118400,Tasty Fruit,sent this basket to father for his birthday he said the fruit was very fresh sweet happy with this healthy purchase !
951,952,B002E0RIHM,A2AOA8DG9W8YFD,"Dharana St James ""dharana fantasy""",1,1,5,1264032000,Beautiful fresh and it came easrly!v Yey!!,this fruit really was the perfect ! everything was fresh well packed tasty looking ! the people that received it assured me that it was quite tasty tasting too the chocolate covered cherries ad was surprised at how delicious they were ! so thank you ! i needed something in a pinch it came even earlier than expected ! so thank you again ! dharana san francisco
952,953,B002E0RIHM,A2RUIW6J2R3QEI,Scott Huber,1,1,5,1261440000,"Fresh Fruit, Dark Chocolate",i got it for girlfriend for her birthday the fruit actually tasted fresh yummy ! i love dark chocolate so i loved the dark chocolate almonds next i 'll give the organic version of this product ... to someone close so they share with me : )
953,954,B000S806VM,A3QYHVYQLU8MJC,Patti Henson,4,4,5,1276128000,Sassafras Tea Bags,as a child facorite memory was drinking sassafras tea made from fresh sassafras with granddad i never it in a tea bag before i found that to get the taste i remember i needed 2 bags per cup the bags rather fragile but all in all it is a really great product that i will buy again again plus the was great
954,955,B000S806VM,A2HF72GRWTRW35,"James H. Walder ""Jim Walder""",3,3,4,1299196800,sassafrass tea,i grew up in ohio lived in the woods where sassafrass trees were plentiful i would dig tender roots or bark a few trees for a delightful tea i purchased breezy morning sassafrass tea although was quite good it was very expensive for only 20 average size tea bags was as much as the product not a good bargain i switched to pappy 's extract
955,956,B000S806VM,AIR7BNZFT751N,Paul K. Williams,2,2,4,1251849600,Good tasten tea.,i ordered this on-line received it in just a few days ( 3 ) the tea is excellent the price was right for me
956,957,B000S806VM,ATWQP9EU3V9V7,Melissa M. Mertz,1,1,5,1326585600,hard to find tea,i purchased this tea for neighbor as a present she looking for sassafras tea for a long i did n't realize it was so hard to find ! she absolutely loves it made a great surprise christmas
957,958,B000S806VM,A3MMB5RKFP57N1,J. Kelly,1,1,5,1306195200,Better Taste Than I Expected,i heard some great things about sassafras wanted to try it i was worried about the taste but it turned out to be a lot better than i anticipated i 'm actually gon na order the 4-pack continue drinking it over do n't trust the fda ! !
958,959,B000S806VM,AL4M4T6T3JHY3,candiceemoe,2,3,5,1327881600,lovely!,bought this for dad for about 2 years he would complain to be about how he n't had this tea he was about 9. finally after nights of drinking tea annoyed i bought him the tea so he 'd shut up
959,960,B000S806VM,A3FIUP4KF49FOH,K,0,0,1,1347926400,K,i first tasted sassafras tea in a local restaurant really liked it so i started looking in grocery stores online for it in a teabag form after weeks of investigation i called the restaurant asked what they used to the tea i was told is was pappy 's sassafras concentrate i looked online found it at amazon.com as i was ordering it i also saw the sassafras teabags i thought i 'd order a box to try i was very dissapointed it did n't taste like the flat rootbeer i was expecting it was more like black licorice which i hate with a very mild rootbeer undertone it also did n't the distinctive color that you get by steeping the sassafras root. i 've never had real sassafras tea made with the root so i do n't know if the teabags more like the real thing or not bottom line : i wo n't buy the teabags again
